date,ave_temp,min_temp,max_temp,motor_actual,min_forcast,max_forecast,motor_est,resid,synthetic_event,synthetic_event_type
2020-10-21,18.71,12.59,25.34,68.29,12.95,25.9,63.21,5.080000000000005,0,
2020-10-22,17.5,16.47,21.41,60.67,16.9,21.98,61.18,-0.509999999999998,0,
2020-10-23,16.02,12.67,22.98,67.01,13.62,23.47,63.48,3.530000000000008,0,
2020-10-24,15.61,9.89,22.17,68.05,11.23,22.02,62.08,5.969999999999999,0,
2020-10-25,17.26,14.36,24.22,68.25,13.47,23.94,63.38,4.869999999999997,0,
2020-10-26,14.87,11.64,19.07,67.98,10.61,18.19,61.91,6.070000000000007,0,
2020-10-27,16.92,11.32,21.49,62.63,11.54,22.11,59.88,2.75,0,
2020-10-28,17.74,15.97,21.87,60.86,15.74,20.74,60.58,0.2800000000000011,0,
2020-10-29,14.35,11.13,21.09,56.12,10.98,21.4,62.05,-5.93,0,
2020-10-30,15.29,8.22,18.21,59.93,9.38,18.4,60.84,-0.9100000000000036,0,
2020-10-31,14.85,13.47,19.35,57.35,12.45,19.25,60.47,-3.119999999999997,0,
2020-11-01,13.03,8.11,17.98,67.92,6.25,17.14,59.92,8.0,0,
2020-11-02,8.02,2.93,15.16,60.21,0.72,15.37,60.86,-0.6499999999999986,0,
2020-11-03,4.45,2.11,9.29,57.43,3.78,11.0,56.97,0.4600000000000008,0,
2020-11-04,13.81,8.83,21.02,62.79,11.1,22.41,60.75,2.039999999999999,0,
2020-11-05,12.17,9.73,18.62,59.39,10.33,18.57,59.23,0.1600000000000037,0,
2020-11-06,16.41,12.13,23.1,66.12,13.63,21.97,59.85,6.270000000000003,0,
2020-11-07,15.06,11.68,21.95,59.22,12.07,23.17,61.52,-2.3000000000000043,0,
2020-11-08,18.83,14.78,24.9,62.29,14.87,24.61,61.57,0.7199999999999989,0,
2020-11-09,9.58,2.44,12.46,55.82,5.9,11.42,58.57,-2.75,0,
2020-11-10,8.23,4.51,12.99,54.66,5.88,13.36,59.55,-4.890000000000001,0,
2020-11-11,15.64,13.52,18.95,56.67,13.47,18.09,58.93,-2.259999999999998,0,
2020-11-12,17.6,12.21,19.08,59.44,12.53,20.17,59.57,-0.1300000000000025,0,
2020-11-13,17.61,14.26,21.81,57.07,14.6,21.79,58.66,-1.5899999999999963,0,
2020-11-14,15.43,11.77,20.07,56.51,12.73,20.12,59.07,-2.5600000000000023,0,
2020-11-15,13.37,12.61,19.89,53.23,11.13,20.03,58.44,-5.210000000000001,0,
2020-11-16,5.38,3.05,13.51,56.81,3.23,13.37,57.12,-0.3099999999999951,0,
2020-11-17,15.0,11.47,20.17,53.55,10.34,19.57,59.12,-5.57,0,
2020-11-18,5.44,2.05,12.0,57.93,3.63,11.46,55.11,2.8200000000000003,0,
2020-11-19,12.79,6.43,19.02,60.9,5.61,21.04,60.59,0.3099999999999951,0,
2020-11-20,7.83,4.44,10.51,48.96,5.55,9.17,54.36,-5.399999999999999,0,
2020-11-21,18.21,12.28,23.23,55.2,12.03,23.06,56.35,-1.1499999999999986,0,
2020-11-22,15.53,11.9,21.24,56.77,12.34,21.39,59.55,-2.779999999999994,0,
2020-11-23,12.58,8.99,15.87,58.98,9.15,15.14,57.8,1.1799999999999995,0,
2020-11-24,5.44,3.08,8.78,60.99,3.53,8.64,56.03,4.960000000000001,0,
2020-11-25,0.29,-2.89,3.42,47.77,-1.71,1.62,54.71,-6.939999999999998,0,
2020-11-26,9.8,7.29,13.59,56.26,5.82,11.77,55.84,0.4199999999999946,0,
2020-11-27,5.7,0.75,13.43,53.46,1.23,13.53,54.05,-0.5899999999999963,0,
2020-11-28,15.43,12.51,20.11,59.55,12.84,18.7,57.07,2.479999999999997,0,
2020-11-29,6.11,2.21,11.72,54.72,3.05,13.15,53.93,0.7899999999999991,0,
2020-11-30,14.15,10.93,16.95,54.76,11.32,16.5,57.54,-2.780000000000001,0,
2020-12-01,0.89,-1.65,4.94,52.04,-2.07,6.27,53.22,-1.1799999999999995,0,
2020-12-02,-0.59,-3.39,2.41,48.61,-3.21,2.53,51.56,-2.950000000000003,0,
2020-12-03,0.69,-2.81,6.11,56.86,-2.74,4.69,52.88,3.979999999999997,0,
2020-12-04,2.82,0.37,7.31,54.32,0.07,7.17,54.24,0.0799999999999983,0,
2020-12-05,0.82,-2.85,4.94,59.1,-4.04,5.28,52.07,7.030000000000001,0,
2020-12-06,-0.4,-3.38,3.53,51.12,-4.23,3.15,51.35,-0.2300000000000039,0,
2020-12-07,-3.06,-5.9,1.41,49.77,-6.47,1.72,52.39,-2.619999999999997,0,
2020-12-08,2.91,-2.2,7.15,47.72,-3.24,6.8,53.32,-5.600000000000001,0,
2020-12-09,0.11,-5.32,4.79,44.88,-4.49,4.07,51.55,-6.669999999999995,0,
2020-12-10,-0.9,-4.55,3.44,45.53,-4.4,3.36,51.39,-5.859999999999999,0,
2020-12-11,-1.53,-7.19,2.04,52.88,-5.34,2.83,51.89,0.990000000000002,0,
2020-12-12,1.41,-4.11,4.42,51.69,-3.09,4.54,49.81,1.8799999999999957,0,
2020-12-13,0.32,-2.58,4.7,44.19,-1.83,5.06,50.04,-5.850000000000001,0,
2020-12-14,-1.18,-4.81,5.3,54.31,-3.73,4.77,51.0,3.3100000000000023,0,
2020-12-15,3.15,-0.12,7.29,50.39,-0.68,5.92,52.18,-1.7899999999999991,0,
2020-12-16,1.31,-1.13,3.69,52.77,-2.6,1.8,52.23,0.5400000000000063,0,
2020-12-17,-1.06,-3.75,2.91,59.63,-3.46,2.64,53.67,5.960000000000001,0,
2020-12-18,3.93,-1.5,8.75,56.96,-1.39,9.42,53.64,3.3200000000000003,0,
2020-12-19,0.44,-3.54,4.84,50.35,-3.01,4.73,51.34,-0.990000000000002,0,
2020-12-20,1.9,-1.57,5.46,48.37,-1.1,5.69,51.67,-3.3000000000000043,0,
2020-12-21,-0.79,-3.45,2.93,41.69,-2.92,2.83,49.65,-7.960000000000001,0,
2020-12-22,0.63,-2.82,4.6,48.67,-2.74,5.57,51.33,-2.6599999999999966,0,
2020-12-23,2.09,-3.49,5.33,50.05,-4.15,5.79,50.83,-0.7800000000000011,0,
2020-12-24,2.28,-1.37,8.54,48.81,-1.76,9.05,52.47,-3.6599999999999966,0,
2020-12-25,3.62,0.3,8.68,50.28,0.45,9.06,50.76,-0.4799999999999969,0,
2020-12-26,0.65,-4.45,5.11,52.1,-4.78,4.53,51.81,0.2899999999999991,0,
2020-12-27,0.21,-3.28,4.54,52.46,-2.56,4.87,53.29,-0.8299999999999983,0,
2020-12-28,4.67,1.12,9.61,49.42,0.05,8.0,51.83,-2.4099999999999966,0,
2020-12-29,4.4,-0.97,8.31,52.74,-0.4,8.75,52.12,0.6200000000000045,0,
2020-12-30,2.94,-2.43,8.43,54.12,-3.47,7.99,52.48,1.6400000000000006,0,
2020-12-31,3.4,-1.78,10.09,47.1,-1.44,10.32,51.13,-4.030000000000001,0,
2021-01-01,-4.7,-8.77,-2.12,54.87,-7.96,-0.08,49.65,5.219999999999999,0,
2021-01-02,-5.02,-8.78,1.23,49.58,-9.51,0.71,49.94,-0.3599999999999994,0,
2021-01-03,1.58,0.44,3.03,50.81,0.87,3.87,50.74,0.0700000000000002,0,
2021-01-04,-1.54,-6.07,-0.96,50.88,-5.13,-1.41,48.26,2.6200000000000045,0,
2021-01-05,-0.99,-2.34,2.22,51.17,-1.37,2.41,50.31,0.8599999999999994,0,
2021-01-06,0.83,-3.1,5.06,54.85,-3.35,5.65,51.33,3.520000000000003,0,
2021-01-07,-4.8,-8.27,1.81,53.07,-9.41,1.6,52.01,1.0600000000000025,0,
2021-01-08,-0.01,-3.87,3.5,49.36,-4.39,3.33,51.63,-2.270000000000003,0,
2021-01-09,1.7,-1.99,6.96,55.43,-1.34,6.58,54.09,1.3399999999999963,0,
2021-01-10,-2.11,-5.08,3.02,44.68,-4.22,3.53,48.91,-4.229999999999997,0,
2021-01-11,-1.06,-3.79,0.36,51.28,-3.56,0.92,50.87,0.4100000000000037,0,
2021-01-12,0.26,-2.43,1.93,50.02,-2.69,0.68,50.14,-0.1199999999999974,0,
2021-01-13,-2.03,-2.25,0.79,52.31,-2.73,0.27,53.08,-0.769999999999996,0,
2021-01-14,-0.93,-4.6,2.08,48.04,-4.06,2.75,48.52,-0.480000000000004,0,
2021-01-15,4.17,0.53,8.02,42.73,1.78,7.15,49.69,-6.960000000000001,0,
2021-01-16,1.22,-3.29,5.59,47.4,-3.03,5.17,49.43,-2.030000000000001,0,
2021-01-17,-3.34,-6.86,0.43,46.47,-6.67,-2.07,46.13,0.3399999999999963,0,
2021-01-18,-7.05,-11.52,-1.35,48.59,-11.28,-0.61,48.0,0.5900000000000034,0,
2021-01-19,4.48,3.9,8.94,46.4,2.72,8.45,50.2,-3.800000000000004,0,
2021-01-20,5.27,0.6,11.56,56.39,1.21,13.24,51.7,4.689999999999998,0,
2021-01-21,1.39,-2.82,5.96,47.67,-3.02,5.64,50.87,-3.199999999999996,0,
2021-01-22,-0.45,-2.55,5.97,56.9,-1.82,6.7,53.31,3.5899999999999963,0,
2021-01-23,4.37,0.9,9.61,54.18,1.82,10.83,52.6,1.5799999999999983,0,
2021-01-24,1.98,-1.7,6.53,47.26,-1.42,8.11,49.65,-2.390000000000001,0,
2021-01-25,-0.02,-3.0,4.25,55.32,-2.35,4.02,48.75,6.57,0,
2021-01-26,7.27,3.35,11.95,47.97,2.82,11.89,52.38,-4.410000000000004,0,
2021-01-27,0.11,-5.12,4.64,51.4,-4.55,4.12,48.0,3.3999999999999986,0,
2021-01-28,-1.76,-3.21,3.64,56.54,-1.75,3.67,52.84,3.699999999999996,0,
2021-01-29,0.8,-1.37,4.71,49.59,-1.26,5.56,52.07,-2.479999999999997,0,
2021-01-30,1.59,-3.5,3.24,54.24,-4.64,4.52,49.09,5.149999999999999,0,
2021-01-31,0.72,-2.12,3.83,46.6,-3.98,3.05,47.53,-0.9299999999999996,0,
2021-02-01,7.93,3.69,10.22,54.47,2.13,10.43,53.4,1.0700000000000005,0,
2021-02-02,4.54,1.87,7.88,51.8,0.83,7.35,50.83,0.9699999999999988,0,
2021-02-03,6.03,3.46,11.91,53.2,3.36,10.06,53.69,-0.4899999999999949,0,
2021-02-04,1.92,-0.49,3.82,50.85,-0.02,5.67,47.85,3.0,0,
2021-02-05,3.21,0.24,10.03,53.47,1.71,9.69,50.53,2.9399999999999977,0,
2021-02-06,2.45,-1.95,7.31,44.33,-2.25,7.26,50.8,-6.469999999999999,0,
2021-02-07,2.36,0.23,8.17,56.09,-0.15,7.05,51.26,4.830000000000005,0,
2021-02-08,1.6,-3.31,3.66,43.28,-1.52,5.0,49.43,-6.149999999999999,0,
2021-02-09,-0.97,-5.75,1.86,54.5,-6.25,1.34,50.68,3.82,0,
2021-02-10,2.14,-2.91,4.94,52.99,-2.18,5.11,48.82,4.170000000000002,0,
2021-02-11,0.58,-2.75,2.79,45.92,-2.29,2.62,49.95,-4.030000000000001,0,
2021-02-12,1.58,-3.3,5.08,49.19,-4.28,4.46,50.71,-1.5200000000000031,0,
2021-02-13,0.43,-4.84,3.79,46.95,-3.58,3.49,51.04,-4.089999999999996,0,
2021-02-14,3.97,2.68,7.33,51.69,2.56,6.37,52.49,-0.8000000000000043,0,
2021-02-15,0.29,-1.5,7.01,48.45,-1.1,7.28,49.59,-1.1400000000000006,0,
2021-02-16,4.73,-1.62,7.68,51.74,-1.06,6.92,48.85,2.890000000000001,0,
2021-02-17,4.39,1.36,9.08,58.53,1.97,9.45,53.68,4.850000000000001,0,
2021-02-18,1.43,-2.58,5.34,56.61,-1.74,2.87,51.45,5.159999999999997,0,
2021-02-19,2.87,-3.16,8.28,48.22,-2.79,7.84,50.3,-2.0799999999999983,0,
2021-02-20,8.62,4.72,14.41,54.52,5.23,15.04,55.29,-0.769999999999996,0,
2021-02-21,1.91,-0.23,8.12,45.78,-1.12,8.21,52.01,-6.229999999999997,0,
2021-02-22,2.07,-0.88,6.14,50.24,-1.07,5.43,53.22,-2.979999999999997,0,
2021-02-23,2.3,0.54,5.3,55.14,1.34,5.24,51.57,3.5700000000000003,0,
2021-02-24,0.39,-1.49,4.53,60.41,-0.98,4.6,54.43,5.979999999999997,0,
2021-02-25,7.91,2.83,12.97,50.97,1.84,12.84,55.53,-4.560000000000002,0,
2021-02-26,0.83,-3.41,5.24,48.85,-3.03,4.24,51.04,-2.1899999999999977,0,
2021-02-27,5.3,1.08,11.51,54.15,0.83,12.24,54.24,-0.0900000000000034,0,
2021-02-28,0.11,-3.64,4.48,53.46,-3.58,4.12,52.42,1.0399999999999991,0,
2021-03-01,10.8,5.49,16.67,53.01,5.55,17.15,56.0,-2.990000000000002,0,
2021-03-02,5.17,-3.31,10.56,52.58,-4.95,10.83,51.01,1.5700000000000005,0,
2021-03-03,0.38,-3.17,7.53,51.57,-2.8,6.96,53.32,-1.75,0,
2021-03-04,3.46,-2.57,11.07,54.43,-0.77,11.95,54.49,-0.0600000000000022,0,
2021-03-05,5.6,-1.07,12.47,52.62,-1.71,12.29,50.6,2.019999999999996,0,
2021-03-06,8.76,2.68,12.59,51.73,2.56,13.35,51.7,0.029999999999994,0,
2021-03-07,7.02,3.52,10.83,48.75,3.19,10.52,50.36,-1.6099999999999994,0,
2021-03-08,9.49,5.84,16.63,53.85,5.82,15.81,54.25,-0.3999999999999986,0,
2021-03-09,6.37,4.65,8.41,54.04,5.4,8.4,54.37,-0.3299999999999983,0,
2021-03-10,10.03,6.92,11.51,54.82,10.11,13.11,56.19,-1.3699999999999974,0,
2021-03-11,13.25,10.06,20.23,54.9,9.57,22.48,55.86,-0.9600000000000009,0,
2021-03-12,3.13,-2.79,7.62,61.34,-1.55,8.12,55.42,5.920000000000002,0,
2021-03-13,2.67,-4.87,7.1,52.83,-6.11,5.67,50.76,2.0700000000000003,0,
2021-03-14,6.68,0.39,11.54,50.32,-2.26,11.43,51.42,-1.1000000000000014,0,
2021-03-15,10.53,5.28,13.78,57.18,6.65,13.71,54.6,2.5799999999999983,0,
2021-03-16,4.84,2.5,7.11,52.99,2.29,9.17,54.22,-1.2299999999999969,0,
2021-03-17,6.59,3.63,12.98,59.14,3.03,12.14,54.8,4.340000000000003,0,
2021-03-18,1.35,-0.88,5.33,51.72,-2.09,5.2,50.35,1.3699999999999974,0,
2021-03-19,5.89,0.12,10.57,53.81,0.55,11.44,54.21,-0.3999999999999986,0,
2021-03-20,9.91,8.01,15.54,55.54,8.41,14.92,53.88,1.6599999999999966,0,
2021-03-21,5.32,1.66,9.94,49.81,1.85,10.96,55.63,-5.82,0,
2021-03-22,10.79,4.83,15.49,52.09,4.72,14.26,56.26,-4.169999999999995,0,
2021-03-23,11.21,4.88,16.1,49.33,5.36,15.59,54.51,-5.18,0,
2021-03-24,4.37,-1.46,6.11,52.34,-2.07,3.97,53.25,-0.9099999999999966,0,
2021-03-25,7.07,0.88,11.43,59.84,0.75,13.32,53.59,6.25,0,
2021-03-26,6.68,1.12,12.36,63.88,0.91,12.63,55.43,8.450000000000003,0,
2021-03-27,6.43,1.23,9.59,59.83,0.77,10.33,56.57,3.259999999999998,0,
2021-03-28,0.18,-3.09,7.5,55.24,-2.89,5.78,53.41,1.8300000000000052,0,
2021-03-29,9.4,5.71,13.27,50.42,4.08,13.23,57.04,-6.619999999999997,0,
2021-03-30,4.58,-2.36,9.64,53.64,-2.77,10.5,54.52,-0.8800000000000026,0,
2021-03-31,2.45,-2.89,6.34,49.97,-2.38,6.35,53.72,-3.75,0,
2021-04-01,15.84,12.36,20.98,56.07,12.55,21.81,58.12,-2.049999999999997,0,
2021-04-02,15.12,9.74,24.15,57.36,10.42,23.4,57.27,0.0899999999999963,0,
2021-04-03,15.37,10.93,19.86,56.63,11.6,19.25,57.4,-0.769999999999996,0,
2021-04-04,17.0,14.26,20.69,49.91,14.2,21.92,56.9,-6.990000000000002,0,
2021-04-05,15.96,12.5,23.2,65.75,14.41,22.98,62.16,3.5900000000000034,0,
2021-04-06,16.04,11.99,19.12,53.44,12.01,19.96,58.57,-5.130000000000003,0,
2021-04-07,17.64,13.41,20.83,59.22,12.44,20.03,57.95,1.269999999999996,0,
2021-04-08,18.72,12.64,23.21,68.83,12.47,23.23,59.76,9.07,0,
2021-04-09,17.2,9.12,25.69,56.49,11.33,24.96,59.66,-3.1699999999999946,0,
2021-04-10,18.78,14.59,26.3,53.34,15.83,26.37,60.12,-6.779999999999994,0,
2021-04-11,12.1,10.24,19.55,60.89,9.98,19.36,60.28,0.6099999999999994,0,
2021-04-12,13.92,9.81,18.43,65.33,9.64,18.35,60.26,5.07,0,
2021-04-13,20.42,12.23,26.43,68.58,11.75,25.43,59.77,8.809999999999995,0,
2021-04-14,14.6,11.47,21.56,55.21,10.22,20.83,59.23,-4.019999999999996,0,
2021-04-15,19.0,16.23,25.94,63.97,16.54,25.36,60.78,3.1899999999999977,0,
2021-04-16,16.84,10.23,25.09,57.87,9.14,25.19,57.32,0.5499999999999972,0,
2021-04-17,14.26,9.99,20.89,59.48,10.11,21.6,57.98,1.5,0,
2021-04-18,15.15,8.76,18.22,70.95,8.42,17.64,61.77,9.18,0,
2021-04-19,15.14,11.34,23.44,60.12,12.49,22.32,63.54,-3.4200000000000017,0,
2021-04-20,20.89,16.27,29.46,65.76,16.54,31.49,62.04,3.720000000000006,0,
2021-04-21,14.27,9.44,21.57,63.2,10.34,22.65,61.75,1.4500000000000028,0,
2021-04-22,17.11,13.73,23.67,69.6,14.26,24.57,62.08,7.519999999999996,0,
2021-04-23,13.5,6.55,17.39,66.98,6.24,17.91,64.77,2.210000000000008,0,
2021-04-24,13.78,7.1,21.78,66.82,7.55,21.68,62.84,3.9799999999999898,0,
2021-04-25,13.6,9.8,19.83,63.42,10.84,20.71,60.98,2.440000000000005,0,
2021-04-26,15.87,7.05,24.31,62.11,8.04,23.74,60.33,1.7800000000000011,0,
2021-04-27,20.92,15.93,25.38,60.57,14.04,25.08,60.16,0.4100000000000037,0,
2021-04-28,12.54,5.9,17.13,65.7,5.56,15.53,61.1,4.600000000000001,0,
2021-04-29,15.84,14.33,20.6,61.35,13.49,20.97,60.99,0.3599999999999994,0,
2021-04-30,15.51,12.13,20.2,79.85260482788085,13.18,20.43,59.88,18.47260482788085,0,
2021-05-01,18.24,11.79,24.73,65.6,11.58,25.85,61.83,1.6700000000000017,0,
2021-05-02,17.78,12.52,20.49,69.74000000000001,12.97,20.19,60.6,6.440000000000005,0,
2021-05-03,20.56,14.67,26.51,72.57,14.54,27.88,66.04,3.2299999999999898,0,
2021-05-04,15.99,10.12,20.45,62.559999999999995,11.87,20.17,63.72,-5.060000000000002,0,
2021-05-05,17.88,17.04,23.63,75.52,17.14,23.23,63.61,7.409999999999997,0,
2021-05-06,20.17,15.88,25.19,71.64999999999999,15.31,25.54,66.02,0.5300000000000011,0,
2021-05-07,21.07,13.69,26.96,74.3,13.56,26.93,64.13,10.170000000000002,1,residual_spike_with_precursor
2021-05-08,18.28,12.48,25.14,60.39,13.09,26.56,62.59,-2.200000000000003,0,
2021-05-09,18.83,11.25,27.15,71.62,10.63,25.59,66.54,5.079999999999998,0,
2021-05-10,21.56,16.18,25.07,57.16,15.97,25.37,65.06,-7.900000000000006,0,
2021-05-11,21.13,18.1,28.27,71.63,18.9,28.46,63.63,7.999999999999993,0,
2021-05-12,15.23,7.28,18.1,66.44,6.56,18.18,62.53,3.9099999999999966,0,
2021-05-13,14.2,10.42,20.96,63.35,9.64,21.44,62.53,0.8200000000000003,0,
2021-05-14,15.68,13.98,19.74,61.68,13.83,18.48,61.88,-0.2000000000000028,0,
2021-05-15,17.7,14.78,23.12,67.11,15.26,22.23,66.06,1.0499999999999972,0,
2021-05-16,20.74,15.76,28.15,70.43,15.37,29.74,68.5,1.9300000000000068,0,
2021-05-17,20.85,20.41,22.23,65.34,20.29,23.29,62.95,2.390000000000001,0,
2021-05-18,19.89,14.45,26.02,68.33,13.64,28.71,66.27,2.0600000000000023,0,
2021-05-19,21.27,15.21,27.46,65.16,16.36,28.2,64.83,0.3299999999999983,0,
2021-05-20,17.52,12.01,23.51,63.68,12.04,23.81,64.41,-0.7299999999999969,0,
2021-05-21,17.94,16.57,19.81,63.5,17.55,20.55,64.06,-0.5600000000000023,0,
2021-05-22,19.51,11.8,25.38,63.58,11.01,25.09,64.3,-0.7199999999999989,0,
2021-05-23,15.77,9.14,20.52,69.08,8.52,19.28,64.88,4.200000000000003,0,
2021-05-24,13.2,5.7,17.79,65.22,5.1,17.29,63.03,2.1899999999999977,0,
2021-05-25,18.38,15.52,23.92,58.5,15.6,22.83,66.5,-8.0,0,
2021-05-26,20.76,17.0,27.13,69.15,16.77,26.04,66.72,2.430000000000007,0,
2021-05-27,18.51,11.81,24.85,66.53,12.2,24.51,65.81,0.7199999999999989,0,
2021-05-28,21.31,15.11,27.09,65.39,15.66,26.14,65.46,-0.0699999999999931,0,
2021-05-29,20.88,15.86,27.32,64.77,15.96,27.63,66.21,-1.4399999999999975,0,
2021-05-30,18.61,12.92,23.14,71.57,12.64,21.73,67.41,4.159999999999997,0,
2021-05-31,12.86,8.35,15.12,69.1,7.8,16.25,65.6,3.5,0,
2021-06-01,22.56,16.94,24.23,62.48,17.14,24.86,65.34,-2.8600000000000065,0,
2021-06-02,26.22,18.85,32.99,70.17,17.47,34.71,68.66,1.5100000000000051,0,
2021-06-03,26.33,20.8,32.5,66.23,20.24,32.35,69.82,-3.589999999999989,0,
2021-06-04,24.03,18.61,29.46,60.57,17.82,29.5,65.68,-5.110000000000007,0,
2021-06-05,24.43,20.21,29.2,66.85,18.51,30.1,69.17,-2.3200000000000074,0,
2021-06-06,23.97,22.43,30.22,71.08,22.03,29.16,67.89,3.1899999999999977,0,
2021-06-07,28.08,20.74,34.68,73.79,20.18,34.89,70.26,3.530000000000001,0,
2021-06-08,26.38,21.56,31.76,69.89,21.59,32.55,68.0,1.8900000000000008,0,
2021-06-09,27.32,21.98,31.39,69.12,22.01,31.58,66.44,2.680000000000007,0,
2021-06-10,22.13,18.21,27.38,67.96,18.07,28.72,66.05,1.9099999999999968,0,
2021-06-11,26.61,20.52,32.05,67.08,20.26,32.86,69.45,-2.3700000000000045,0,
2021-06-12,23.75,18.7,29.52,71.01,18.12,29.8,69.41,1.6000000000000083,0,
2021-06-13,23.0,17.4,29.53,70.66,17.83,28.31,67.7,2.9599999999999937,0,
2021-06-14,24.85,19.58,26.1,72.31,19.21,27.12,69.52,2.7900000000000063,0,
2021-06-15,23.82,21.41,29.38,71.42,20.99,28.19,67.02,4.400000000000006,0,
2021-06-16,28.64,27.04,36.04,73.57,27.84,37.87,70.95,2.6199999999999903,0,
2021-06-17,29.2,24.72,34.86,70.15,24.9,35.38,68.85,1.3000000000000114,0,
2021-06-18,25.73,20.43,31.89,73.01,21.03,31.36,69.05,3.960000000000008,0,
2021-06-19,22.72,18.12,26.51,69.06,18.3,26.85,69.16,-0.0999999999999943,0,
2021-06-20,25.27,19.0,28.77,64.95,19.11,28.56,68.21,-3.259999999999991,0,
2021-06-21,19.82,13.31,27.08,67.94,12.24,26.98,68.54,-0.6000000000000085,0,
2021-06-22,19.94,14.37,26.76,67.97,13.68,25.71,70.73,-2.760000000000005,0,
2021-06-23,28.32,25.69,34.74,67.9,23.66,36.42,70.4,-2.5,0,
2021-06-24,25.25,22.68,31.7,71.41,22.93,31.11,71.95,-0.5400000000000063,0,
2021-06-25,22.73,16.64,29.53,65.35,15.65,30.32,68.29,-2.940000000000012,0,
2021-06-26,25.13,20.54,27.02,69.42,21.13,26.85,70.56,-1.1400000000000006,0,
2021-06-27,28.48,22.96,35.51,66.59,21.56,36.78,73.59,-7.0,0,
2021-06-28,23.9,21.54,30.13,67.73,22.83,28.64,66.95,0.7800000000000011,0,
2021-06-29,29.06,26.72,35.63,70.69,28.35,34.29,70.68,0.0099999999999909,0,
2021-06-30,25.24,22.77,32.0,68.99,21.78,31.66,72.02,-3.030000000000001,0,
2021-07-01,24.33,22.25,25.64,72.15,21.59,25.55,69.71,2.440000000000012,0,
2021-07-02,26.66,21.53,27.78,74.29,22.03,29.02,70.82,3.470000000000013,0,
2021-07-03,28.35,27.4,29.18,64.14,27.21,30.21,70.08,-5.939999999999998,0,
2021-07-04,26.38,23.65,27.69,67.86,24.28,28.86,70.69,-2.8299999999999983,0,
2021-07-05,23.95,20.22,26.6,67.17,19.3,26.09,70.02,-2.8499999999999943,0,
2021-07-06,27.94,27.11,33.52,70.24,26.34,34.56,73.72,-3.480000000000004,0,
2021-07-07,28.02,24.12,33.41,75.17,22.98,32.93,72.1,3.0700000000000074,0,
2021-07-08,23.0,20.72,24.68,69.92,22.51,25.81,70.64,-0.7199999999999989,0,
2021-07-09,26.59,22.26,29.87,69.46,22.04,28.54,70.44,-0.980000000000004,0,
2021-07-10,27.16,23.18,29.73,62.97,22.5,30.48,70.38,-7.409999999999997,0,
2021-07-11,22.96,18.84,28.09,72.43,17.61,28.77,70.08,2.3500000000000085,0,
2021-07-12,22.56,19.77,23.15,65.94,19.62,23.22,70.53,-4.590000000000003,0,
2021-07-13,26.34,25.79,29.26,71.0,26.38,31.65,70.78,0.2199999999999988,0,
2021-07-14,27.59,25.45,28.79,72.7,25.62,28.62,71.67,1.0300000000000011,0,
2021-07-15,28.66,24.95,32.18,79.94,25.09,32.53,74.91,5.030000000000001,0,
2021-07-16,23.18,22.29,27.68,67.55,23.44,26.44,72.4,-4.8500000000000085,0,
2021-07-17,24.34,20.95,27.86,62.46,21.74,28.3,70.46,-7.999999999999993,0,
2021-07-18,28.43,26.96,31.6,74.43,26.92,31.31,73.75,0.6800000000000068,0,
2021-07-19,29.3,28.35,33.34,78.41,27.93,33.07,71.75,6.659999999999997,0,
2021-07-20,24.69,23.28,28.51,72.84,24.16,29.19,68.25,4.590000000000003,0,
2021-07-21,25.83,23.25,28.1,70.43,22.15,27.49,69.66,0.7700000000000102,0,
2021-07-22,23.17,20.74,26.97,66.29,21.66,27.38,68.11,-1.8199999999999927,0,
2021-07-23,27.14,24.66,28.11,73.69,25.6,28.6,70.7,2.989999999999995,0,
2021-07-24,26.24,23.53,30.03,67.98,23.85,30.84,71.58,-3.5999999999999943,0,
2021-07-25,26.55,25.29,27.89,75.57,24.43,27.43,73.81,1.759999999999991,0,
2021-07-26,26.04,25.35,28.57,73.82,24.39,28.35,71.95,1.8699999999999903,0,
2021-07-27,26.87,24.23,31.0,75.36,25.25,31.58,71.44,3.9200000000000017,0,
2021-07-28,29.66,26.31,32.26,81.24,26.57,31.34,73.24,8.0,0,
2021-07-29,27.89,26.71,31.31,70.1,27.13,30.8,68.65,1.4499999999999886,0,
2021-07-30,24.29,21.92,27.69,69.55,23.11,27.35,71.44,-1.8900000000000008,0,
2021-07-31,25.98,22.37,29.61,72.43,22.16,29.68,72.52,-0.0899999999999892,0,
2021-08-01,29.49,25.48,32.71,63.22,24.5,31.93,69.77,-6.549999999999997,0,
2021-08-02,29.08,24.91,33.31,71.21,24.25,32.74,73.78,-2.5700000000000074,0,
2021-08-03,28.07,25.37,33.81,71.24,25.27,34.5,72.75,-1.5100000000000051,0,
2021-08-04,28.11,24.79,32.48,69.36,24.55,32.01,71.3,-1.9399999999999975,0,
2021-08-05,29.72,25.11,33.27,73.48,23.45,32.56,72.92,0.5600000000000023,0,
2021-08-06,29.12,26.79,34.26,72.68,26.71,33.87,75.73,-3.049999999999997,0,
2021-08-07,26.96,24.48,31.62,76.15,23.95,31.55,72.0,4.150000000000006,0,
2021-08-08,27.95,25.57,29.87,71.77,25.35,31.13,71.77,0.0,0,
2021-08-09,29.81,26.87,35.27,71.66,27.29,35.39,71.7,-0.0400000000000062,0,
